circuit_name,mirror_fidelity,fidelity_estimate,total_runtime,simulation_time,preprocessing_time,shot_time,expectation_value_time,other_time,final_state_memory
mvsp_cauchy2d_chebyshev_d5_n40,0.6686928074329376,0.5805186467509731,4119.425859451294,4087.0126390457153,22.423524379730225,6.481277227401733,0.4480857849121094,0.0,32.368194580078125
TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7,0.7090809942323252,0.4434234510864643,93.79239010810852,87.17379307746887,1.1857168674468994,3.5518085956573486,0.33477210998535156,0.0,21.6666259765625
XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=14_Lx=4_Ly=7,0.6834762336159088,0.482140939432635,241.9596347808838,235.1149332523346,1.574216604232788,3.484339952468872,0.36110973358154297,0.0,21.6666259765625
mvsp_gaussian2d_chebyshev_d5_n10,0.6741864104248981,0.5372367632293025,8.182480335235596,6.559112548828125,1.288358211517334,0.18380999565124512,0.027153968811035156,0.0,0.1221923828125
mvsp_ricker2d_chebyshev_d5_n10,0.7290508493883027,0.46517410700719686,8.522516250610352,6.866114139556885,1.3262152671813965,0.17830801010131836,0.028760910034179688,0.0,0.2086181640625
mvsp_gaussian2d_chebyshev_d5_n25,0.7548558624643532,0.6344983564888284,322.0520718097687,302.8045115470886,12.678610801696777,4.109372138977051,0.3201298713684082,0.0,0.44805908203125
XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7,0.6738167986433375,0.35744273304943414,27.596237421035767,23.4914972782135,0.22398781776428223,3.3794443607330322,0.32298803329467773,0.0,0.3853759765625
TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7,0.6774426642168974,0.3676226569142063,29.934153079986572,25.85308837890625,0.25566697120666504,3.304600477218628,0.29261255264282227,0.0,0.3853759765625
mvsp_gaussian2d_fourier_d10_n40,0.8570141781832612,0.8489848120835802,30.08520245552063,21.617682695388794,1.982499361038208,5.346153974533081,0.5120983123779297,0.0,0.00274658203125
mvsp_gaussian2d_fourier_d5_n40,0.8585647271026153,0.8353651562645432,16.44278335571289,8.911903142929077,0.7158966064453125,5.182547092437744,0.504235029220581,0.0,0.002685546875
mvsp_gaussian2d_fourier_d5_n10,0.8585630975023119,0.8353636252974384,11.117269515991211,6.81105899810791,0.8816399574279785,1.721867561340332,0.1679975986480713,0.0,0.0008544921875
diamond_steane,0.6172370952875722,0.29808435456791704,11.993361711502075,7.405046463012695,0.9385285377502441,1.944570779800415,0.16234230995178223,0.0,2.3878173828125
mvsp_ricker2d_chebyshev_d10_n25,0.6017779736556453,0.41624157586832555,95.64258813858032,83.26118779182434,11.05541205406189,0.3579978942871094,0.06566333770751953,0.0,0.732177734375
mvsp_ricker2d_chebyshev_d10_n10,0.7408137415904433,0.5056679081039569,17.933754205703735,14.935460329055786,2.545844078063965,0.19816279411315918,0.032483577728271484,0.0,0.3143310546875
mvsp_gaussian2d_chebyshev_d10_n10,0.8203922097423191,0.7483544823512985,151.8449227809906,142.64998745918274,5.479120492935181,2.2608206272125244,0.18382906913757324,0.0,0.290130615234375
XZ_square_obc_J=1_dt=0.1_n_trotter_steps=10_Lx=8_Ly=7,0.7064922880230642,0.4544203092047339,856.9782149791718,851.9025845527649,0.4644463062286377,3.5762946605682373,0.7885932922363281,0.0,82.6666259765625
XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7,0.7417733560706075,0.5720125250106359,626.1262836456299,618.5468006134033,1.7618043422698975,3.7318713665008545,0.8060863018035889,0.0,82.6666259765625
XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7,0.609927335082204,0.42792917416231646,812.3748302459717,804.8605382442474,1.459632396697998,3.7269887924194336,0.6093323230743408,0.0,82.6666259765625
mvsp_gaussian2d_chebyshev_d10_n25,0.7968786024566664,0.6796927417273758,722.1785252094269,692.1365551948547,21.536373138427734,4.6176230907440186,0.48691630363464355,0.0,1.122314453125
mvsp_cauchy2d_chebyshev_d10_n40,0.8306945211179227,0.760042467409805,25663.654077768326,25607.356900691986,44.73011255264282,6.657789945602417,0.548375129699707,0.0,217.41360473632812
TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7,0.753426504662692,0.4784066664064682,35.53663873672485,31.512402534484863,0.22028613090515137,3.3103384971618652,0.3099846839904785,0.0,1.4791259765625
mvsp_ricker2d_chebyshev_d5_n25,0.892511781666654,0.7879471922274585,358.0763638019562,342.0807008743286,10.620833158493042,4.078033685684204,0.37046313285827637,0.0,1.598052978515625
mvsp_gaussian2d_chebyshev_d5_n40,0.6721955121943073,0.5900534600058318,1715.380824804306,1683.5087089538574,22.14490246772766,5.9110095500946045,0.4765465259552002,0.0,4.233184814453125
mvsp_gaussian2d_chebyshev_d10_n40,0.6221991238596265,0.5760967903351518,3271.455887079239,3195.8977706432343,64.19826889038086,5.972140789031982,0.5616812705993652,0.0,3.464691162109375
mvsp_ricker2d_fourier_d5_n10,0.7028538606666501,0.5659003281491615,10.239470481872559,7.959839582443237,0.21580195426940918,1.740891933441162,0.15538382530212402,0.0,0.0123291015625
mvsp_ricker2d_fourier_d10_n40,0.7125183939022111,0.5201590018712029,41.509623527526855,32.04092574119568,2.031710624694824,5.565465688705444,0.48325037956237793,0.0,0.03875732421875
